1.000000,0.000000,0.000000,1.000000
0.999921,0.000000,0.012591,1.000000
0.999683,0.000000,0.025180,1.000000
0.999287,0.000000,0.037766,1.000000
0.998732,0.000000,0.050345,1.000000
0.998019,0.000000,0.062916,1.000000
0.997148,0.000000,0.075477,1.000000
0.996118,0.000000,0.088027,1.000000
0.994931,0.000000,0.100562,1.000000
0.993586,0.000000,0.113082,1.000000
0.992083,0.000000,0.125583,1.000000
0.990423,0.000000,0.138065,1.000000
0.988606,0.000000,0.150524,1.000000
0.986633,0.000000,0.162960,1.000000
0.984503,0.000000,0.175370,1.000000
0.982216,0.000000,0.187752,1.000000
0.979775,0.000000,0.200105,1.000000
0.977177,0.000000,0.212425,1.000000
0.974425,0.000000,0.224712,1.000000
0.971518,0.000000,0.236964,1.000000
0.968458,0.000000,0.249178,1.000000
0.965244,0.000000,0.261352,1.000000
0.961876,0.000000,0.273485,1.000000
0.958357,0.000000,0.285574,1.000000
0.954685,0.000000,0.297619,1.000000
0.950862,0.000000,0.309616,1.000000
0.946888,0.000000,0.321564,1.000000
0.942764,0.000000,0.333461,1.000000
0.938491,0.000000,0.345305,1.000000
0.934068,0.000000,0.357094,1.000000
0.929498,0.000000,0.368827,1.000000
0.924780,0.000000,0.380501,1.000000
0.919916,0.000000,0.392115,1.000000
0.914906,0.000000,0.403667,1.000000
0.909751,0.000000,0.415155,1.000000
0.904451,0.000000,0.426577,1.000000
0.899009,0.000000,0.437931,1.000000
0.893423,0.000000,0.449216,1.000000
0.887696,0.000000,0.460430,1.000000
0.881829,0.000000,0.471570,1.000000
0.875821,0.000000,0.482636,1.000000
0.869675,0.000000,0.493626,1.000000
0.863390,0.000000,0.504537,1.000000
0.856969,0.000000,0.515368,1.000000
0.850412,0.000000,0.526117,1.000000
0.843720,0.000000,0.536783,1.000000
0.836895,0.000000,0.547364,1.000000
0.829936,0.000000,0.557858,1.000000
0.822846,0.000000,0.568264,1.000000
0.815626,0.000000,0.578580,1.000000
0.808276,0.000000,0.588803,1.000000
0.800798,0.000000,0.598934,1.000000
0.793194,0.000000,0.608970,1.000000
0.785463,0.000000,0.618909,1.000000
0.777608,0.000000,0.628749,1.000000
0.769630,0.000000,0.638491,1.000000
0.761529,0.000000,0.648131,1.000000
0.753308,0.000000,0.657668,1.000000
